FullPath;Package;Element;Property;DependentPackage;DependendElement
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Observations;ObservingProcedure;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObservingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;MaterialSample;size;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;PhysicalDimension
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;MaterialSample;storageLocation;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;NamedLocation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;MaterialSample;sourceLocation;ISO TC211.ISO 19107 Spatial schema.ISO 19107 Edition 2.Geometry;Geometry
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;MaterialSample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;Sample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;NamedLocation;name;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Name types;GenericName
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;NamedLocation;representativeGeometry;ISO TC211.ISO 19107 Spatial schema.ISO 19107 Edition 2.Geometry;Geometry
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;NamedLocation;address;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;PhysicalDimension;dimension;ISO TC211.ISO 19115 Metadata.ISO 19115-1 Edition 1.Common classes;URI
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;PhysicalDimension;value;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Measure types;Measure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;PreparationProcedure;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractPreparationProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;PreparationStep;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractPreparationStep
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;Sample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;StatisticalSample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;Sample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;SpatialSample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;Sample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;MaterialSample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;Sample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractSample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;Sample;relatedObservation;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Observation core;AbstractObservation
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;SampleCollection;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;SampleCollection
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;SampleCollection;member;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Conceptual Sample schema;Sample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;SampleCollection;metadata;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;Sampler;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractSampler
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;Sampling;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractSampling
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;SamplingProcedure;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Abstract Sample core;AbstractSamplingProcedure
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;SpatialSample;shape;ISO TC211.ISO 19107 Spatial schema.ISO 19107 Edition 2.Geometry;Geometry
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;SpatialSample;horizontalPositionalAccuracy;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;SpatialSample;verticalPositionalAccuracy;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Any type;Any
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;SpatialSample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;Sample
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;StatisticalClassification;concept;ISO TC211.ISO 19115 Metadata.ISO 19115-1 Edition 1.Common classes;URI
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;StatisticalClassification;classification;ISO TC211.ISO 19115 Metadata.ISO 19115-1 Edition 1.Common classes;URI
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;StatisticalSample;classification;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;StatisticalClassification
ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2;Basic Samples;StatisticalSample;;ISO TC211.ISO 19156 Observations and measurements.ISO AWI 19156 Edition 2.Basic Samples;Sample
