FullPath;Package;Element;Property;DependentPackage;DependendElement;GUID
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.TypesOfComponents;Segment;{429781E7-B907-4624-9C89-6B9E1C8ACFFD}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.TypesOfComponents;Element;{A5A66000-47A4-48e4-9E54-0F5EB9F66163}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.TypesOfComponents;Construct;{0270C73C-A1A1-4e32-BC9D-FCF4E91DD035}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Thoroughfare;{C0FBC5D8-0B07-4794-864C-02A05DD0521A}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;SupplementaryDespatchInfo;{831B806C-836D-474b-BF19-A0AB96C1C96A}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;SupplementaryDeliveryPointData;{A8D4FC2B-5A26-4738-809C-6BEE2B677B83}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;RoleDescriptor;{2EE164E8-3FD9-4be0-A238-F647B660108C}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Postcode;{523A7702-FDB7-4205-B774-5DC6C12860B1}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;MailRecipient;{FE68CAA9-07E2-4fc1-A358-074BBC533B15}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Locality;{8AD229C2-B842-402d-9399-602D182A3D85}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;DeliveryServiceIdentifier;{AAD3EFE8-98AA-4697-908C-7869488A8236}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;DefiningAuthority;{A5621B8C-158A-4244-A66A-6345C953B1F0}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;CountryLevelInformation;{CB602187-45F0-42a5-B3E2-0569A439305D}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;AddressedObjectIdentifier;{AD6DD549-44AB-4b80-84E5-47D171D6B2EF}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-1 Edition 1.Address;AddressComponent;{79AAEB4F-C6C9-4b87-B255-90B34AA4450E}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;PostalAddressComponent;postalAddress;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;PostalAddress;{E841CC8E-87B8-48bb-AEBC-5AF8EFA83A8C}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2;Postal Address Profile of ISO 19160-1;TelephoneNumber_child;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;TelephoneNumber;{FBB7BBF8-5FE3-4fa5-9E88-C764633E4393}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Wing;{49EBBB0E-4B3B-4959-BEBA-76CE1D1218E2}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;TelephoneNumber;{FBB7BBF8-5FE3-4fa5-9E88-C764633E4393}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Stairwell;{0CB7165F-CE12-49f9-A0B4-998FF6B63785}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;PremisesIdentifier;{FFD00F33-8742-41fe-A5F9-D64726B2C537}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Floor;{E5928A37-5E5F-47f0-80B0-79D3BE4CD057}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;ExtensionDesignation;{397D20D4-3B0A-4fa4-922E-E85005DE2EC0}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Door;{B30A2126-A86D-432e-93A5-63519821F90B}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Building;{CA87DFD9-DF44-47f1-BA62-1A5A68041689}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;consistsOf;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;AddressedObjectIdentifier;{AD6DD549-44AB-4b80-84E5-47D171D6B2EF}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;AddressedObjectIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;PostalAddressComponent;{1E1924A1-731E-42bf-9D2B-4A6134657855}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Building;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;AddressedObjectIdentifier;{AD6DD549-44AB-4b80-84E5-47D171D6B2EF}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;CountryCode;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;CountryLevelInformation;{CB602187-45F0-42a5-B3E2-0569A439305D}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;CountryLevelInformation;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;MultiCountryRegion;{A2AEE24A-7216-4edf-80CC-FCFEB495F215}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;CountryLevelInformation;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;InternationalRoutingInformation;{86F3AC5F-4B77-4d2d-A8C1-286C32D72C08}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;CountryLevelInformation;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;CountryName;{2BFCD933-3977-4d0b-92FE-F4CD76C6D58C}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;CountryLevelInformation;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;PostalAddressComponent;{1E1924A1-731E-42bf-9D2B-4A6134657855}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;CountryLevelInformation;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;CountryCode;{451494DE-569F-4f22-829A-536DAAE22735}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;CountryName;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;CountryLevelInformation;{CB602187-45F0-42a5-B3E2-0569A439305D}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;CustomerIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;IndividualIdentification;{E4C6154D-A842-4b84-B9F9-9197A198AB91}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;CustomerIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;OrganizationIdentification;{866D03DE-098B-4d7c-AC88-EADD7FAAAE74}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;DefiningAuthority;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;PostalAddressComponent;{1E1924A1-731E-42bf-9D2B-4A6134657855}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;DeliveryServiceIdentifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;PostalAddressComponent;{1E1924A1-731E-42bf-9D2B-4A6134657855}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;DeliveryServiceQualifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Locality;{8AD229C2-B842-402d-9399-602D182A3D85}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;District;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Locality;{8AD229C2-B842-402d-9399-602D182A3D85}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Door;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;AddressedObjectIdentifier;{AD6DD549-44AB-4b80-84E5-47D171D6B2EF}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;ExtensionDesignation;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;AddressedObjectIdentifier;{AD6DD549-44AB-4b80-84E5-47D171D6B2EF}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Floor;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;AddressedObjectIdentifier;{AD6DD549-44AB-4b80-84E5-47D171D6B2EF}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;FormOfAddress;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;OrganizationIdentification;{866D03DE-098B-4d7c-AC88-EADD7FAAAE74}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;FormOfAddress;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;IndividualIdentification;{E4C6154D-A842-4b84-B9F9-9197A198AB91}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Function;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;OrganizationIdentification;{866D03DE-098B-4d7c-AC88-EADD7FAAAE74}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;GivenName;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;IndividualIdentification;{E4C6154D-A842-4b84-B9F9-9197A198AB91}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;IndividualIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;TelephoneNumber;{FBB7BBF8-5FE3-4fa5-9E88-C764633E4393}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;IndividualIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Surname;{91E9E786-2E50-45c2-9C59-D7105AC78DE7}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;IndividualIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Qualification;{F4C688C1-6646-4480-9965-4CB949AF5648}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;IndividualIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;NameQualifier;{A0DF44C2-16F7-4ed6-8F00-997CA8588BF2}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;IndividualIdentification;consistsOf;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;IndividualIdentification;{E4C6154D-A842-4b84-B9F9-9197A198AB91}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;IndividualIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;MailRecipient;{FE68CAA9-07E2-4fc1-A358-074BBC533B15}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;IndividualIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;GivenName;{9E94AF2A-D778-40ce-9221-EA402F67F2EF}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;IndividualIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;FormOfAddress;{0BCFA0BE-94D3-4a3a-8610-525B00C78261}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;IndividualIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;CustomerIdentifier;{F3941986-6510-44ba-BCD8-5A60C51F643D}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;InternationalRoutingInformation;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;CountryLevelInformation;{CB602187-45F0-42a5-B3E2-0569A439305D}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;LegalStatus;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;OrganizationIdentification;{866D03DE-098B-4d7c-AC88-EADD7FAAAE74}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Locality;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Town;{472ED7CE-95D1-43dc-9EEF-CE2AABA49AAF}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Locality;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Region;{B3B43234-3336-4da4-BFF6-93300B5A9EF0}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Locality;consistsOf;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;Locality;{8AD229C2-B842-402d-9399-602D182A3D85}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Locality;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;PostalAddressComponent;{1E1924A1-731E-42bf-9D2B-4A6134657855}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Locality;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;District;{4AED1ED1-7295-4927-9382-6C199CD681A8}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;Locality;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;DeliveryServiceQualifier;{0AFF1F36-07D7-443b-8003-88E391E0BDDD}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;MailRecipient;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;OrganizationIdentification;{866D03DE-098B-4d7c-AC88-EADD7FAAAE74}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;MailRecipient;Association;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;RoleDescriptor;{2EE164E8-3FD9-4be0-A238-F647B660108C}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;MailRecipient;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;PostalAddressComponent;{1E1924A1-731E-42bf-9D2B-4A6134657855}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;MailRecipient;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;IndividualIdentification;{E4C6154D-A842-4b84-B9F9-9197A198AB91}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;MultiCountryRegion;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;CountryLevelInformation;{CB602187-45F0-42a5-B3E2-0569A439305D}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;NameQualifier;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;IndividualIdentification;{E4C6154D-A842-4b84-B9F9-9197A198AB91}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;OrganizationIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;TelephoneNumber;{FBB7BBF8-5FE3-4fa5-9E88-C764633E4393}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;OrganizationIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;OrganizationUnit;{51636CE7-E4BA-43d2-A1CA-1C84A26E214C}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;OrganizationIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;OrganizationName;{B43F8EC1-F6F5-4a09-B87E-D25AE339E5E8}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;OrganizationIdentification;consistsOf;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;OrganizationIdentification;{866D03DE-098B-4d7c-AC88-EADD7FAAAE74}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;OrganizationIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;MailRecipient;{FE68CAA9-07E2-4fc1-A358-074BBC533B15}
ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1;Components;OrganizationIdentification;Generalization;ISO TC211.ISO 19160 Addressing.ISO 19160-4 Edition 2.Postal Address Profile of ISO 19160-1.Components;LegalStatus;{EC4CF875-855A-411b-A923-D86BA523ED90}
