FullPath;Package;Element;Property;DependentPackage;DependendElement;GUID
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;VersionedObject;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_RRR;{B3FF0D0C-AD0B-4539-87D8-2DA442CE3C13}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;VersionedObject;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_Party;{CA5D4F78-65A9-43e6-B364-F843304E91FE}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;VersionedObject;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_RequiredRelationshipBAUnit;{37BC1FA0-5C3C-4602-AA86-CA1CE5F96454}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;VersionedObject;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_PartyMember;{C647A14C-7682-4f31-8D2B-090E1EF78D87}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;VersionedObject;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Spatial Unit;LA_Level;{F1A39E4B-1BEE-4db9-A221-F15A936F45A4}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;VersionedObject;event;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;LA_Source;{4FE59285-F1C6-42fa-BEE8-8318C10589DB}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;VersionedObject;event;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;LA_Source;{4FE59285-F1C6-42fa-BEE8-8318C10589DB}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;acceptance;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Date and Time;DateTime;{8367701C-2A96-4fe1-A0E9-4ABAC9DC0ED6}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;availabilityStatus;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;LA_AvailabilityStatusType;{8B8AEA23-1A51-4a4f-9541-7B4DAB60638F}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;extArchiveID;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.External;ExtArchive;{70F3BA8D-AF64-43e3-95BE-EFE57F3D0B9A}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;lifeSpanStamp;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Date and Time;DateTime;{8367701C-2A96-4fe1-A0E9-4ABAC9DC0ED6}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;maintype;ISO TC211.ISO 19115 Metadata.ISO 19115-1 Edition 1 (Complete).Citation and responsible party information;CI_PresentationFormCode;{53816725-143E-454c-84AB-4F3F842D6228}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;quality;ISO TC211.ISO 19157 Data quality.ISO/FDIS 19157-1 Edition 1.Data quality;QualityElement;{E4EBCB08-C34D-4675-AA2B-65AF4F801ABD}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;recordation;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Date and Time;DateTime;{8367701C-2A96-4fe1-A0E9-4ABAC9DC0ED6}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;sID;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;Oid;{C19E74FE-ED9D-41d8-A6D9-6AF3A2B61064}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;source;ISO TC211.ISO 19115 Metadata.ISO 19115-1 Edition 1 (Complete).Citation and responsible party information;CI_Responsibility;{2F04B145-F0B3-4d0b-8F38-325E62A8438F}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;submission;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Date and Time;DateTime;{8367701C-2A96-4fe1-A0E9-4ABAC9DC0ED6}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;object;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;VersionedObject;{C75D336C-19A2-4043-9870-EA6EB2A03745}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;object;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;VersionedObject;{C75D336C-19A2-4043-9870-EA6EB2A03745}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;LA_Source;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_AdministrativeSource;{6598CD21-44C5-4422-8D80-85272D080F61}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;Fraction;denominator;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Integer;{56690121-01D0-459e-9D52-D102EDCD8C9D}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;Fraction;numerator;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Integer;{56690121-01D0-459e-9D52-D102EDCD8C9D}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;Oid;localId;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Text;CharacterString;{0A614EA9-13B7-4ebe-85ED-AA187D27CBD1}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;Oid;namespace;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Text;CharacterString;{0A614EA9-13B7-4ebe-85ED-AA187D27CBD1}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Generic Conceptual Model;Oid;Realisation;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Name types;GenericName;{F80E8EC0-F7E2-4472-9446-C7F4917821CE}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_PartyMember;share;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;Fraction;{FE3D2D9F-7317-4caa-832D-9137EBC2205E}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_PartyMember;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;VersionedObject;{C75D336C-19A2-4043-9870-EA6EB2A03745}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;extPID;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;Oid;{C19E74FE-ED9D-41d8-A6D9-6AF3A2B61064}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;fingerPrint;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/WD 19152-2 Edition 1.LADM Part 2 - Classes.Administrative;LA_MultiMediaType;{3FD74A06-86C4-4b8a-90EC-65F8BFA71334}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;gender;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_GenderType;{CF7D5EDD-BBA9-41d7-8FD2-9A9249D90353}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;name;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Text;CharacterString;{0A614EA9-13B7-4ebe-85ED-AA187D27CBD1}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;photo;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/WD 19152-2 Edition 1.LADM Part 2 - Classes.Administrative;LA_MultiMediaType;{3FD74A06-86C4-4b8a-90EC-65F8BFA71334}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;pID;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;Oid;{C19E74FE-ED9D-41d8-A6D9-6AF3A2B61064}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;role;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_PartyRoleType;{556D7262-35BB-4420-8B53-4B8BECA7C957}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;signature;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/WD 19152-2 Edition 1.LADM Part 2 - Classes.Administrative;LA_MultiMediaType;{3FD74A06-86C4-4b8a-90EC-65F8BFA71334}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;type;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_PartyType;{3C7A2D5E-159A-404e-B663-4B463FF820B7}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;civilStatus;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_CivilStatusType;{64577DA6-366F-4dd7-9FFF-7EA29327E901}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;rrr;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_RRR;{B3FF0D0C-AD0B-4539-87D8-2DA442CE3C13}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;source;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_AdministrativeSource;{6598CD21-44C5-4422-8D80-85272D080F61}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;unit;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_BAUnit;{E478B4C3-188B-4a8d-A33A-4DCD78CE0902}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_GroupParty;{BAAD69D5-68F1-4f0d-BDCB-670D7B19AE93}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;group;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_GroupParty;{BAAD69D5-68F1-4f0d-BDCB-670D7B19AE93}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_Party;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;VersionedObject;{C75D336C-19A2-4043-9870-EA6EB2A03745}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_GroupParty;groupID;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;Oid;{C19E74FE-ED9D-41d8-A6D9-6AF3A2B61064}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_GroupParty;type;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_GroupPartyType;{6ECE884E-D1C7-42af-B325-DB7FC48B1B01}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_GroupParty;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_Party;{CA5D4F78-65A9-43e6-B364-F843304E91FE}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Party;LA_GroupParty;parties;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_Party;{CA5D4F78-65A9-43e6-B364-F843304E91FE}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RequiredRelationshipBAUnit;relationship;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Text;CharacterString;{0A614EA9-13B7-4ebe-85ED-AA187D27CBD1}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RequiredRelationshipBAUnit;source;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_AdministrativeSource;{6598CD21-44C5-4422-8D80-85272D080F61}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RequiredRelationshipBAUnit;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;VersionedObject;{C75D336C-19A2-4043-9870-EA6EB2A03745}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RequiredRelationshipRRR;relationship;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Text;CharacterString;{0A614EA9-13B7-4ebe-85ED-AA187D27CBD1}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RequiredRelationshipRRR;source;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_AdministrativeSource;{6598CD21-44C5-4422-8D80-85272D080F61}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;description;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Text;CharacterString;{0A614EA9-13B7-4ebe-85ED-AA187D27CBD1}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;rID;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;Oid;{C19E74FE-ED9D-41d8-A6D9-6AF3A2B61064}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;share;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;Fraction;{FE3D2D9F-7317-4caa-832D-9137EBC2205E}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;shareCheck;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Truth;Boolean;{856E597C-0E32-427b-A9B4-FBAC45BFC002}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;timeSpec;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Text;CharacterString;{0A614EA9-13B7-4ebe-85ED-AA187D27CBD1}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;unit;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_BAUnit;{E478B4C3-188B-4a8d-A33A-4DCD78CE0902}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;rrr1;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_RRR;{B3FF0D0C-AD0B-4539-87D8-2DA442CE3C13}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_Restriction;{AFA55F01-D09D-4ee9-B7AE-2F748B6F4EE6}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_Right;{6C032BC9-2CA2-44a6-BAD0-9B3D1F6A1721}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_Responsibility;{66DFA7BD-60AD-4891-BBC2-07BE7E749B48}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;source;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_AdministrativeSource;{6598CD21-44C5-4422-8D80-85272D080F61}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;party;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Party;LA_Party;{CA5D4F78-65A9-43e6-B364-F843304E91FE}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_RRR;Generalization;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Generic Conceptual Model;VersionedObject;{C75D336C-19A2-4043-9870-EA6EB2A03745}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_BAUnit;name;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Text;CharacterString;{0A614EA9-13B7-4ebe-85ED-AA187D27CBD1}
ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes;Administrative;LA_BAUnit;type;ISO TC211.ISO 19152 Land Administration Domain Model (LADM).ISO/DIS 19152-1 Edition 1.LADM Part 1 - Classes.Administrative;LA_BAUnitType;{1A4D32B6-DC70-4f91-97D1-8804ECACD5E4}
